company,quarter,trass_reported_total_value,trass_fallback_total_value,trass_raw_value,trass_observed_days,trass_target_days,trass_30d_normalized,trass_is_partial_month,trass_adjustment_factor,trass_value_for_trend,trass_total_source,trass_country_weighted_feature,trass_country_weighted_normalized_feature,trass_country_weight_coverage,month_count,months_present,is_complete_quarter,data_quality_warnings
"tnl","2017-Q1","8125162874",,"8125162874","90","90","8195447009.82","false","1","8195447009.82","reported","0",,"0","3","3","true",""
"tnl","2017-Q2","6257218370",,"6257218370","91","90","6228803080.48","false","0.989","6228803080.48","reported","0",,"0","3","3","true",""
"tnl","2017-Q3","7410236088",,"7410236088","92","90","7230554407.64","false","0.9783","7230554407.64","reported","0",,"0","3","3","true",""
"tnl","2017-Q4","8202833938",,"8202833938","92","90","8016325326","false","0.9783","8016325326","reported","0",,"0","3","3","true",""
"tnl","2018-Q1","4949270488",,"4949270488","90","90","4965345322.39","false","1","4965345322.39","reported","0",,"0","3","3","true",""
"tnl","2018-Q2","7552574198",,"7552574198","91","90","7440455468.969999","false","0.989","7440455468.969999","reported","0",,"0","3","3","true",""
"tnl","2018-Q3","6848399209",,"6848399209","92","90","6671583374.71","false","0.9783","6671583374.71","reported","0",,"0","3","3","true",""
"tnl","2018-Q4","11824908974",,"11824908974","92","90","11540566153.039999","false","0.9783","11540566153.039999","reported","0",,"0","3","3","true",""
"tnl","2019-Q1","5934416817",,"5934416817","90","90","5942107090.059999","false","1","5942107090.059999","reported","0",,"0","3","3","true",""
"tnl","2019-Q2","9193432924",,"9193432924","91","90","9061078550.39","false","0.989","9061078550.39","reported","0",,"0","3","3","true",""
"tnl","2019-Q3","7069291916",,"7069291916","92","90","6917292784.32","false","0.9783","6917292784.32","reported","0",,"0","3","3","true",""
"tnl","2019-Q4","9735868239",,"9735868239","92","90","9500041281.810001","false","0.9783","9500041281.810001","reported","0",,"0","3","3","true",""
"tnl","2020-Q1","7219560846",,"7219560846","91","90","7174037146.79","false","0.989","7174037146.79","reported","0",,"0","3","3","true",""
"tnl","2020-Q2","9152032739",,"9152032739","91","90","9025566306.35","false","0.989","9025566306.35","reported","0",,"0","3","3","true",""
"tnl","2020-Q3","7329663821",,"7329663821","92","90","7128006255.16","false","0.9783","7128006255.16","reported","0",,"0","3","3","true",""
"tnl","2020-Q4","13306979966",,"13306979966","92","90","13012185474","false","0.9783","13012185474","reported","0",,"0","3","3","true",""
"tnl","2021-Q1","10440313528",,"10440313528","90","90","10434216268.75","false","1","10434216268.75","reported","0",,"0","3","3","true",""
"tnl","2021-Q2","15564785116",,"15564785116","91","90","15460891753.58","false","0.989","15460891753.58","reported","0",,"0","3","3","true",""
"tnl","2021-Q3","17251753375",,"17251753375","92","90","16878300863.62","false","0.9783","16878300863.62","reported","0",,"0","3","3","true",""
"tnl","2021-Q4","16322091778",,"16322091778","92","90","15972780608.509998","false","0.9783","15972780608.509998","reported","0",,"0","3","3","true",""
"tnl","2022-Q1","11393072628","6261674926","11393072628","90","90","11271470747.86","false","1","11271470747.86","reported","4341374499.14","6201963570.2","0.6999999999999998","3","3","true",""
"tnl","2022-Q2","17931826862","10678915429","17931826862","91","90","17723359428.45","false","0.989","17723359428.45","reported","7405697624.09","10579568034.41","0.6999999999999998","3","3","true",""
"tnl","2022-Q3","18122144699","8589932981","18122144699","92","90","17810619255.68","false","0.9783","17810619255.68","reported","5902708465.780001","8432440665.4","0.6999999999999998","3","3","true",""
"tnl","2022-Q4","19234102111","10383702664","19234102111","92","90","18820125004.29","false","0.9783","18820125004.29","reported","7111536542.11","10159337917.3","0.6999999999999998","3","3","true",""
"tnl","2023-Q1","22889256303","14551486456","22889256303","90","90","22944646024.64","false","1","22944646024.64","reported","10283989165.43","14691413093.47","0.6999999999999998","3","3","true",""
"tnl","2023-Q2","30655076572","22183472467","30655076572","91","90","30298568330.52","false","0.989","30298568330.52","reported","15378069902.210001","21968671288.87","0.6999999999999998","3","3","true",""
"tnl","2023-Q3","24101290113","12209971933","24101290113","92","90","23520771637.800003","false","0.9783","23520771637.800003","reported","8328374034.09","11897677191.56","0.6999999999999998","3","3","true",""
"tnl","2023-Q4","15895239337","5826194078","15895239337","92","90","15612077171.52","false","0.9783","15612077171.52","reported","4010846677.78","5729780968.26","0.6999999999999998","3","3","true",""
"tnl","2024-Q1","24270421085","13041843814","24270421085","91","90","24009257992.76","false","0.989","24009257992.76","reported","9028001481.720001","12897144973.89","0.6999999999999998","3","3","true",""
"tnl","2024-Q2","45146253736","31850950684","45146253736","91","90","44701976669.58","false","0.989","44701976669.58","reported","22069790842.53","31528272632.19","0.6999999999999998","3","3","true",""
"tnl","2024-Q3","45018182037","30342545462","45018182037","92","90","44026081993.39","false","0.9783","44026081993.39","reported","20741049598.19","29630070854.56","0.6999999999999998","3","3","true",""
"tnl","2024-Q4","34422051080","16959081873","34422051080","92","90","33620419763.71","false","0.9783","33620419763.71","reported","11609144089.32","16584491556.17","0.6999999999999998","3","3","true",""
"tnl","2025-Q1","44214544865","28028507953","44214544865","90","90","44126798531.75","false","1","44126798531.75","reported","19476505267.36","27823578953.37","0.6999999999999998","3","3","true",""
"tnl","2025-Q2","31908308582","13687581592","31908308582","91","90","31674939274.35","false","0.989","31674939274.35","reported","9521116495.14","13601594993.06","0.6999999999999998","3","3","true",""
"tnl","2025-Q3","33593201561","15226446113","33593201561","92","90","32848901848.65","false","0.9783","32848901848.65","reported","10407345997.14","14867637138.77","0.6999999999999998","3","3","true",""
"tnl","2025-Q4","27570266434","16221338769","27570266434","92","90","26934453223.379997","false","0.9783","26934453223.379997","reported","11118358383.650002","15883369119.5","0.6999999999999998","3","3","true",""
"tnl","2026-Q1","35392772460","19909989887","35392772460","90","90","35266927557.45","false","1","35266927557.45","reported","13932530466","19903614951.43","0.6999999999999998","3","3","true",""
"tnl","2026-Q2","19705362537","21842529502","28322666868","61","60","28044689308.94","false","0.9836","28044689308.94","reported","15095186360.060001","21564551942.94","0.7","2","2","false","trass_total_fallback_to_country_sum"
